country,iso3,continent,income_group,latitude,longitude,year,category,metric,value,unit,source
Japan,JPN,Asia,High Income,36.2,138.25,2019,Happiness,Freedom Score,0.806,score 0-1,World Happiness Report 2024
Japan,JPN,Asia,High Income,36.2,138.25,2020,Happiness,Freedom Score,0.806,score 0-1,World Happiness Report 2024
Japan,JPN,Asia,High Income,36.2,138.25,2021,Happiness,Freedom Score,0.801,score 0-1,World Happiness Report 2024
Japan,JPN,Asia,High Income,36.2,138.25,2022,Happiness,Freedom Score,0.789,score 0-1,World Happiness Report 2024
Japan,JPN,Asia,High Income,36.2,138.25,2023,Happiness,Freedom Score,0.777,score 0-1,World Happiness Report 2024
South Korea,KOR,Asia,High Income,35.91,127.77,2006,Happiness,Freedom Score,0.715,score 0-1,World Happiness Report 2024
South Korea,KOR,Asia,High Income,35.91,127.77,2007,Happiness,Freedom Score,0.656,score 0-1,World Happiness Report 2024
South Korea,KOR,Asia,High Income,35.91,127.77,2008,Happiness,Freedom Score,0.524,score 0-1,World Happiness Report 2024
South Korea,KOR,Asia,High Income,35.91,127.77,2009,Happiness,Freedom Score,0.6,score 0-1,World Happiness Report 2024
South Korea,KOR,Asia,High Income,35.91,127.77,2010,Happiness,Freedom Score,0.677,score 0-1,World Happiness Report 2024
South Korea,KOR,Asia,High Income,35.91,127.77,2011,Happiness,Freedom Score,0.682,score 0-1,World Happiness Report 2024
South Korea,KOR,Asia,High Income,35.91,127.77,2012,Happiness,Freedom Score,0.618,score 0-1,World Happiness Report 2024
South Korea,KOR,Asia,High Income,35.91,127.77,2013,Happiness,Freedom Score,0.642,score 0-1,World Happiness Report 2024
South Korea,KOR,Asia,High Income,35.91,127.77,2014,Happiness,Freedom Score,0.623,score 0-1,World Happiness Report 2024
South Korea,KOR,Asia,High Income,35.91,127.77,2015,Happiness,Freedom Score,0.616,score 0-1,World Happiness Report 2024
South Korea,KOR,Asia,High Income,35.91,127.77,2016,Happiness,Freedom Score,0.591,score 0-1,World Happiness Report 2024
South Korea,KOR,Asia,High Income,35.91,127.77,2017,Happiness,Freedom Score,0.538,score 0-1,World Happiness Report 2024
South Korea,KOR,Asia,High Income,35.91,127.77,2018,Happiness,Freedom Score,0.6,score 0-1,World Happiness Report 2024
South Korea,KOR,Asia,High Income,35.91,127.77,2019,Happiness,Freedom Score,0.706,score 0-1,World Happiness Report 2024
South Korea,KOR,Asia,High Income,35.91,127.77,2020,Happiness,Freedom Score,0.711,score 0-1,World Happiness Report 2024
South Korea,KOR,Asia,High Income,35.91,127.77,2021,Happiness,Freedom Score,0.717,score 0-1,World Happiness Report 2024
South Korea,KOR,Asia,High Income,35.91,127.77,2022,Happiness,Freedom Score,0.723,score 0-1,World Happiness Report 2024
South Korea,KOR,Asia,High Income,35.91,127.77,2023,Happiness,Freedom Score,0.762,score 0-1,World Happiness Report 2024
UK,GBR,Europe,High Income,55.38,-3.44,2005,Happiness,Freedom Score,0.922,score 0-1,World Happiness Report 2024
UK,GBR,Europe,High Income,55.38,-3.44,2007,Happiness,Freedom Score,0.838,score 0-1,World Happiness Report 2024
UK,GBR,Europe,High Income,55.38,-3.44,2008,Happiness,Freedom Score,0.759,score 0-1,World Happiness Report 2024
UK,GBR,Europe,High Income,55.38,-3.44,2009,Happiness,Freedom Score,0.816,score 0-1,World Happiness Report 2024
UK,GBR,Europe,High Income,55.38,-3.44,2010,Happiness,Freedom Score,0.841,score 0-1,World Happiness Report 2024
UK,GBR,Europe,High Income,55.38,-3.44,2011,Happiness,Freedom Score,0.9,score 0-1,World Happiness Report 2024
UK,GBR,Europe,High Income,55.38,-3.44,2012,Happiness,Freedom Score,0.889,score 0-1,World Happiness Report 2024
UK,GBR,Europe,High Income,55.38,-3.44,2013,Happiness,Freedom Score,0.905,score 0-1,World Happiness Report 2024
UK,GBR,Europe,High Income,55.38,-3.44,2014,Happiness,Freedom Score,0.857,score 0-1,World Happiness Report 2024
UK,GBR,Europe,High Income,55.38,-3.44,2015,Happiness,Freedom Score,0.833,score 0-1,World Happiness Report 2024
UK,GBR,Europe,High Income,55.38,-3.44,2016,Happiness,Freedom Score,0.821,score 0-1,World Happiness Report 2024
UK,GBR,Europe,High Income,55.38,-3.44,2017,Happiness,Freedom Score,0.813,score 0-1,World Happiness Report 2024
UK,GBR,Europe,High Income,55.38,-3.44,2018,Happiness,Freedom Score,0.838,score 0-1,World Happiness Report 2024
UK,GBR,Europe,High Income,55.38,-3.44,2019,Happiness,Freedom Score,0.854,score 0-1,World Happiness Report 2024
UK,GBR,Europe,High Income,55.38,-3.44,2020,Happiness,Freedom Score,0.885,score 0-1,World Happiness Report 2024
UK,GBR,Europe,High Income,55.38,-3.44,2021,Happiness,Freedom Score,0.815,score 0-1,World Happiness Report 2024
UK,GBR,Europe,High Income,55.38,-3.44,2022,Happiness,Freedom Score,0.857,score 0-1,World Happiness Report 2024
UK,GBR,Europe,High Income,55.38,-3.44,2023,Happiness,Freedom Score,0.874,score 0-1,World Happiness Report 2024
USA,USA,North America,High Income,37.09,-95.71,2006,Happiness,Freedom Score,0.911,score 0-1,World Happiness Report 2024
USA,USA,North America,High Income,37.09,-95.71,2007,Happiness,Freedom Score,0.872,score 0-1,World Happiness Report 2024
USA,USA,North America,High Income,37.09,-95.71,2008,Happiness,Freedom Score,0.878,score 0-1,World Happiness Report 2024
USA,USA,North America,High Income,37.09,-95.71,2009,Happiness,Freedom Score,0.831,score 0-1,World Happiness Report 2024
USA,USA,North America,High Income,37.09,-95.71,2010,Happiness,Freedom Score,0.828,score 0-1,World Happiness Report 2024
USA,USA,North America,High Income,37.09,-95.71,2011,Happiness,Freedom Score,0.863,score 0-1,World Happiness Report 2024
USA,USA,North America,High Income,37.09,-95.71,2012,Happiness,Freedom Score,0.823,score 0-1,World Happiness Report 2024
USA,USA,North America,High Income,37.09,-95.71,2013,Happiness,Freedom Score,0.792,score 0-1,World Happiness Report 2024
USA,USA,North America,High Income,37.09,-95.71,2014,Happiness,Freedom Score,0.866,score 0-1,World Happiness Report 2024
USA,USA,North America,High Income,37.09,-95.71,2015,Happiness,Freedom Score,0.849,score 0-1,World Happiness Report 2024
USA,USA,North America,High Income,37.09,-95.71,2016,Happiness,Freedom Score,0.758,score 0-1,World Happiness Report 2024
USA,USA,North America,High Income,37.09,-95.71,2017,Happiness,Freedom Score,0.868,score 0-1,World Happiness Report 2024
USA,USA,North America,High Income,37.09,-95.71,2018,Happiness,Freedom Score,0.825,score 0-1,World Happiness Report 2024
USA,USA,North America,High Income,37.09,-95.71,2019,Happiness,Freedom Score,0.836,score 0-1,World Happiness Report 2024
USA,USA,North America,High Income,37.09,-95.71,2020,Happiness,Freedom Score,0.85,score 0-1,World Happiness Report 2024
USA,USA,North America,High Income,37.09,-95.71,2021,Happiness,Freedom Score,0.816,score 0-1,World Happiness Report 2024
USA,USA,North America,High Income,37.09,-95.71,2022,Happiness,Freedom Score,0.736,score 0-1,World Happiness Report 2024
USA,USA,North America,High Income,37.09,-95.71,2023,Happiness,Freedom Score,0.721,score 0-1,World Happiness Report 2024
Australia,AUS,Oceania,High Income,-25.27,133.77,2007,Happiness,Generosity,0.342,score,World Happiness Report 2024
Australia,AUS,Oceania,High Income,-25.27,133.77,2008,Happiness,Generosity,0.3,score,World Happiness Report 2024
Australia,AUS,Oceania,High Income,-25.27,133.77,2010,Happiness,Generosity,0.311,score,World Happiness Report 2024
Australia,AUS,Oceania,High Income,-25.27,133.77,2011,Happiness,Generosity,0.364,score,World Happiness Report 2024
Australia,AUS,Oceania,High Income,-25.27,133.77,2012,Happiness,Generosity,0.268,score,World Happiness Report 2024
Australia,AUS,Oceania,High Income,-25.27,133.77,2013,Happiness,Generosity,0.263,score,World Happiness Report 2024
Australia,AUS,Oceania,High Income,-25.27,133.77,2014,Happiness,Generosity,0.313,score,World Happiness Report 2024
Australia,AUS,Oceania,High Income,-25.27,133.77,2015,Happiness,Generosity,0.327,score,World Happiness Report 2024
Australia,AUS,Oceania,High Income,-25.27,133.77,2016,Happiness,Generosity,0.233,score,World Happiness Report 2024
Australia,AUS,Oceania,High Income,-25.27,133.77,2017,Happiness,Generosity,0.312,score,World Happiness Report 2024
Australia,AUS,Oceania,High Income,-25.27,133.77,2018,Happiness,Generosity,0.141,score,World Happiness Report 2024
Australia,AUS,Oceania,High Income,-25.27,133.77,2019,Happiness,Generosity,0.115,score,World Happiness Report 2024
Australia,AUS,Oceania,High Income,-25.27,133.77,2020,Happiness,Generosity,0.202,score,World Happiness Report 2024
Australia,AUS,Oceania,High Income,-25.27,133.77,2021,Happiness,Generosity,0.234,score,World Happiness Report 2024
Australia,AUS,Oceania,High Income,-25.27,133.77,2022,Happiness,Generosity,0.153,score,World Happiness Report 2024
Australia,AUS,Oceania,High Income,-25.27,133.77,2023,Happiness,Generosity,0.187,score,World Happiness Report 2024
Brazil,BRA,South America,Upper Middle Income,-14.24,-51.93,2007,Happiness,Generosity,-0.022,score,World Happiness Report 2024
Brazil,BRA,South America,Upper Middle Income,-14.24,-51.93,2008,Happiness,Generosity,-0.083,score,World Happiness Report 2024
Brazil,BRA,South America,Upper Middle Income,-14.24,-51.93,2009,Happiness,Generosity,-0.061,score,World Happiness Report 2024
Brazil,BRA,South America,Upper Middle Income,-14.24,-51.93,2010,Happiness,Generosity,-0.059,score,World Happiness Report 2024
Brazil,BRA,South America,Upper Middle Income,-14.24,-51.93,2011,Happiness,Generosity,-0.078,score,World Happiness Report 2024
Brazil,BRA,South America,Upper Middle Income,-14.24,-51.93,2013,Happiness,Generosity,-0.1,score,World Happiness Report 2024
Brazil,BRA,South America,Upper Middle Income,-14.24,-51.93,2014,Happiness,Generosity,-0.121,score,World Happiness Report 2024
Brazil,BRA,South America,Upper Middle Income,-14.24,-51.93,2015,Happiness,Generosity,-0.021,score,World Happiness Report 2024
Brazil,BRA,South America,Upper Middle Income,-14.24,-51.93,2016,Happiness,Generosity,-0.106,score,World Happiness Report 2024
Brazil,BRA,South America,Upper Middle Income,-14.24,-51.93,2017,Happiness,Generosity,-0.181,score,World Happiness Report 2024
Brazil,BRA,South America,Upper Middle Income,-14.24,-51.93,2018,Happiness,Generosity,-0.123,score,World Happiness Report 2024
Brazil,BRA,South America,Upper Middle Income,-14.24,-51.93,2019,Happiness,Generosity,-0.068,score,World Happiness Report 2024
Brazil,BRA,South America,Upper Middle Income,-14.24,-51.93,2020,Happiness,Generosity,-0.061,score,World Happiness Report 2024
Brazil,BRA,South America,Upper Middle Income,-14.24,-51.93,2021,Happiness,Generosity,0.086,score,World Happiness Report 2024
Brazil,BRA,South America,Upper Middle Income,-14.24,-51.93,2022,Happiness,Generosity,-0.064,score,World Happiness Report 2024
Brazil,BRA,South America,Upper Middle Income,-14.24,-51.93,2023,Happiness,Generosity,-0.036,score,World Happiness Report 2024
Canada,CAN,North America,High Income,56.13,-106.35,2005,Happiness,Generosity,0.246,score,World Happiness Report 2024
Canada,CAN,North America,High Income,56.13,-106.35,2007,Happiness,Generosity,0.244,score,World Happiness Report 2024
Canada,CAN,North America,High Income,56.13,-106.35,2008,Happiness,Generosity,0.256,score,World Happiness Report 2024
Canada,CAN,North America,High Income,56.13,-106.35,2009,Happiness,Generosity,0.241,score,World Happiness Report 2024
Canada,CAN,North America,High Income,56.13,-106.35,2010,Happiness,Generosity,0.225,score,World Happiness Report 2024
Canada,CAN,North America,High Income,56.13,-106.35,2011,Happiness,Generosity,0.247,score,World Happiness Report 2024
Canada,CAN,North America,High Income,56.13,-106.35,2012,Happiness,Generosity,0.284,score,World Happiness Report 2024
Canada,CAN,North America,High Income,56.13,-106.35,2013,Happiness,Generosity,0.31,score,World Happiness Report 2024
Canada,CAN,North America,High Income,56.13,-106.35,2014,Happiness,Generosity,0.264,score,World Happiness Report 2024
Canada,CAN,North America,High Income,56.13,-106.35,2015,Happiness,Generosity,0.247,score,World Happiness Report 2024
Canada,CAN,North America,High Income,56.13,-106.35,2016,Happiness,Generosity,0.205,score,World Happiness Report 2024
Canada,CAN,North America,High Income,56.13,-106.35,2017,Happiness,Generosity,0.157,score,World Happiness Report 2024
Canada,CAN,North America,High Income,56.13,-106.35,2018,Happiness,Generosity,0.1,score,World Happiness Report 2024
Canada,CAN,North America,High Income,56.13,-106.35,2019,Happiness,Generosity,0.105,score,World Happiness Report 2024
Canada,CAN,North America,High Income,56.13,-106.35,2020,Happiness,Generosity,0.043,score,World Happiness Report 2024
Canada,CAN,North America,High Income,56.13,-106.35,2021,Happiness,Generosity,0.189,score,World Happiness Report 2024
Canada,CAN,North America,High Income,56.13,-106.35,2022,Happiness,Generosity,0.22,score,World Happiness Report 2024
Canada,CAN,North America,High Income,56.13,-106.35,2023,Happiness,Generosity,0.196,score,World Happiness Report 2024
France,FRA,Europe,High Income,46.23,2.21,2006,Happiness,Generosity,0.12,score,World Happiness Report 2024
France,FRA,Europe,High Income,46.23,2.21,2008,Happiness,Generosity,-0.037,score,World Happiness Report 2024
France,FRA,Europe,High Income,46.23,2.21,2009,Happiness,Generosity,-0.088,score,World Happiness Report 2024
France,FRA,Europe,High Income,46.23,2.21,2010,Happiness,Generosity,-0.109,score,World Happiness Report 2024
France,FRA,Europe,High Income,46.23,2.21,2011,Happiness,Generosity,-0.108,score,World Happiness Report 2024
France,FRA,Europe,High Income,46.23,2.21,2012,Happiness,Generosity,-0.155,score,World Happiness Report 2024
France,FRA,Europe,High Income,46.23,2.21,2013,Happiness,Generosity,-0.13,score,World Happiness Report 2024
France,FRA,Europe,High Income,46.23,2.21,2014,Happiness,Generosity,-0.124,score,World Happiness Report 2024
France,FRA,Europe,High Income,46.23,2.21,2015,Happiness,Generosity,-0.145,score,World Happiness Report 2024
France,FRA,Europe,High Income,46.23,2.21,2016,Happiness,Generosity,-0.097,score,World Happiness Report 2024
France,FRA,Europe,High Income,46.23,2.21,2017,Happiness,Generosity,-0.129,score,World Happiness Report 2024
France,FRA,Europe,High Income,46.23,2.21,2018,Happiness,Generosity,-0.143,score,World Happiness Report 2024
France,FRA,Europe,High Income,46.23,2.21,2019,Happiness,Generosity,-0.139,score,World Happiness Report 2024
France,FRA,Europe,High Income,46.23,2.21,2020,Happiness,Generosity,-0.176,score,World Happiness Report 2024
France,FRA,Europe,High Income,46.23,2.21,2021,Happiness,Generosity,-0.104,score,World Happiness Report 2024
France,FRA,Europe,High Income,46.23,2.21,2022,Happiness,Generosity,-0.027,score,World Happiness Report 2024
France,FRA,Europe,High Income,46.23,2.21,2023,Happiness,Generosity,0.01,score,World Happiness Report 2024
Germany,DEU,Europe,High Income,51.17,10.45,2007,Happiness,Generosity,0.161,score,World Happiness Report 2024
Germany,DEU,Europe,High Income,51.17,10.45,2009,Happiness,Generosity,0.121,score,World Happiness Report 2024
Germany,DEU,Europe,High Income,51.17,10.45,2010,Happiness,Generosity,0.089,score,World Happiness Report 2024
Germany,DEU,Europe,High Income,51.17,10.45,2011,Happiness,Generosity,0.027,score,World Happiness Report 2024
Germany,DEU,Europe,High Income,51.17,10.45,2012,Happiness,Generosity,0.065,score,World Happiness Report 2024
Germany,DEU,Europe,High Income,51.17,10.45,2013,Happiness,Generosity,0.018,score,World Happiness Report 2024
Germany,DEU,Europe,High Income,51.17,10.45,2014,Happiness,Generosity,0.082,score,World Happiness Report 2024
Germany,DEU,Europe,High Income,51.17,10.45,2015,Happiness,Generosity,0.172,score,World Happiness Report 2024
Germany,DEU,Europe,High Income,51.17,10.45,2016,Happiness,Generosity,0.142,score,World Happiness Report 2024
Germany,DEU,Europe,High Income,51.17,10.45,2017,Happiness,Generosity,0.139,score,World Happiness Report 2024
Germany,DEU,Europe,High Income,51.17,10.45,2018,Happiness,Generosity,0.028,score,World Happiness Report 2024
Germany,DEU,Europe,High Income,51.17,10.45,2019,Happiness,Generosity,0.051,score,World Happiness Report 2024
Germany,DEU,Europe,High Income,51.17,10.45,2020,Happiness,Generosity,-0.068,score,World Happiness Report 2024
Germany,DEU,Europe,High Income,51.17,10.45,2021,Happiness,Generosity,0.074,score,World Happiness Report 2024
Germany,DEU,Europe,High Income,51.17,10.45,2022,Happiness,Generosity,0.08,score,World Happiness Report 2024
Germany,DEU,Europe,High Income,51.17,10.45,2023,Happiness,Generosity,0.106,score,World Happiness Report 2024
India,IND,Asia,Lower Middle Income,20.59,78.96,2007,Happiness,Generosity,-0.056,score,World Happiness Report 2024
India,IND,Asia,Lower Middle Income,20.59,78.96,2008,Happiness,Generosity,-0.077,score,World Happiness Report 2024
India,IND,Asia,Lower Middle Income,20.59,78.96,2009,Happiness,Generosity,-0.031,score,World Happiness Report 2024
India,IND,Asia,Lower Middle Income,20.59,78.96,2010,Happiness,Generosity,0.053,score,World Happiness Report 2024
India,IND,Asia,Lower Middle Income,20.59,78.96,2011,Happiness,Generosity,-0.043,score,World Happiness Report 2024
India,IND,Asia,Lower Middle Income,20.59,78.96,2012,Happiness,Generosity,0.062,score,World Happiness Report 2024
India,IND,Asia,Lower Middle Income,20.59,78.96,2013,Happiness,Generosity,0.079,score,World Happiness Report 2024
India,IND,Asia,Lower Middle Income,20.59,78.96,2014,Happiness,Generosity,-0.031,score,World Happiness Report 2024
India,IND,Asia,Lower Middle Income,20.59,78.96,2015,Happiness,Generosity,-0.01,score,World Happiness Report 2024
India,IND,Asia,Lower Middle Income,20.59,78.96,2016,Happiness,Generosity,0.041,score,World Happiness Report 2024
India,IND,Asia,Lower Middle Income,20.59,78.96,2017,Happiness,Generosity,-0.046,score,World Happiness Report 2024
India,IND,Asia,Lower Middle Income,20.59,78.96,2018,Happiness,Generosity,0.08,score,World Happiness Report 2024
India,IND,Asia,Lower Middle Income,20.59,78.96,2019,Happiness,Generosity,0.108,score,World Happiness Report 2024
India,IND,Asia,Lower Middle Income,20.59,78.96,2020,Happiness,Generosity,0.068,score,World Happiness Report 2024
India,IND,Asia,Lower Middle Income,20.59,78.96,2021,Happiness,Generosity,0.052,score,World Happiness Report 2024
India,IND,Asia,Lower Middle Income,20.59,78.96,2022,Happiness,Generosity,0.085,score,World Happiness Report 2024
India,IND,Asia,Lower Middle Income,20.59,78.96,2023,Happiness,Generosity,0.121,score,World Happiness Report 2024
Japan,JPN,Asia,High Income,36.2,138.25,2007,Happiness,Generosity,-0.097,score,World Happiness Report 2024
Japan,JPN,Asia,High Income,36.2,138.25,2008,Happiness,Generosity,-0.142,score,World Happiness Report 2024
Japan,JPN,Asia,High Income,36.2,138.25,2009,Happiness,Generosity,-0.217,score,World Happiness Report 2024
Japan,JPN,Asia,High Income,36.2,138.25,2010,Happiness,Generosity,-0.147,score,World Happiness Report 2024
Japan,JPN,Asia,High Income,36.2,138.25,2011,Happiness,Generosity,-0.059,score,World Happiness Report 2024
Japan,JPN,Asia,High Income,36.2,138.25,2013,Happiness,Generosity,-0.154,score,World Happiness Report 2024
Japan,JPN,Asia,High Income,36.2,138.25,2014,Happiness,Generosity,-0.146,score,World Happiness Report 2024
Japan,JPN,Asia,High Income,36.2,138.25,2015,Happiness,Generosity,-0.162,score,World Happiness Report 2024
Japan,JPN,Asia,High Income,36.2,138.25,2016,Happiness,Generosity,-0.069,score,World Happiness Report 2024
Japan,JPN,Asia,High Income,36.2,138.25,2017,Happiness,Generosity,-0.213,score,World Happiness Report 2024
Japan,JPN,Asia,High Income,36.2,138.25,2018,Happiness,Generosity,-0.268,score,World Happiness Report 2024
Japan,JPN,Asia,High Income,36.2,138.25,2019,Happiness,Generosity,-0.261,score,World Happiness Report 2024
Japan,JPN,Asia,High Income,36.2,138.25,2020,Happiness,Generosity,-0.266,score,World Happiness Report 2024
Japan,JPN,Asia,High Income,36.2,138.25,2021,Happiness,Generosity,-0.213,score,World Happiness Report 2024
Japan,JPN,Asia,High Income,36.2,138.25,2022,Happiness,Generosity,-0.237,score,World Happiness Report 2024
Japan,JPN,Asia,High Income,36.2,138.25,2023,Happiness,Generosity,-0.222,score,World Happiness Report 2024
South Korea,KOR,Asia,High Income,35.91,127.77,2006,Happiness,Generosity,-0.058,score,World Happiness Report 2024
South Korea,KOR,Asia,High Income,35.91,127.77,2007,Happiness,Generosity,-0.065,score,World Happiness Report 2024
South Korea,KOR,Asia,High Income,35.91,127.77,2008,Happiness,Generosity,-0.108,score,World Happiness Report 2024
South Korea,KOR,Asia,High Income,35.91,127.77,2009,Happiness,Generosity,-0.102,score,World Happiness Report 2024
South Korea,KOR,Asia,High Income,35.91,127.77,2010,Happiness,Generosity,-0.039,score,World Happiness Report 2024
South Korea,KOR,Asia,High Income,35.91,127.77,2011,Happiness,Generosity,-0.054,score,World Happiness Report 2024
South Korea,KOR,Asia,High Income,35.91,127.77,2013,Happiness,Generosity,-0.056,score,World Happiness Report 2024
South Korea,KOR,Asia,High Income,35.91,127.77,2014,Happiness,Generosity,-0.049,score,World Happiness Report 2024
South Korea,KOR,Asia,High Income,35.91,127.77,2015,Happiness,Generosity,-0.041,score,World Happiness Report 2024
South Korea,KOR,Asia,High Income,35.91,127.77,2016,Happiness,Generosity,0.02,score,World Happiness Report 2024
South Korea,KOR,Asia,High Income,35.91,127.77,2017,Happiness,Generosity,0.008,score,World Happiness Report 2024
South Korea,KOR,Asia,High Income,35.91,127.77,2018,Happiness,Generosity,-0.095,score,World Happiness Report 2024
South Korea,KOR,Asia,High Income,35.91,127.77,2019,Happiness,Generosity,-0.061,score,World Happiness Report 2024
South Korea,KOR,Asia,High Income,35.91,127.77,2020,Happiness,Generosity,-0.112,score,World Happiness Report 2024
South Korea,KOR,Asia,High Income,35.91,127.77,2021,Happiness,Generosity,-0.033,score,World Happiness Report 2024
South Korea,KOR,Asia,High Income,35.91,127.77,2022,Happiness,Generosity,0.002,score,World Happiness Report 2024
South Korea,KOR,Asia,High Income,35.91,127.77,2023,Happiness,Generosity,-0.004,score,World Happiness Report 2024
UK,GBR,Europe,High Income,55.38,-3.44,2007,Happiness,Generosity,0.331,score,World Happiness Report 2024
UK,GBR,Europe,High Income,55.38,-3.44,2008,Happiness,Generosity,0.325,score,World Happiness Report 2024
UK,GBR,Europe,High Income,55.38,-3.44,2009,Happiness,Generosity,0.336,score,World Happiness Report 2024
UK,GBR,Europe,High Income,55.38,-3.44,2010,Happiness,Generosity,0.397,score,World Happiness Report 2024
UK,GBR,Europe,High Income,55.38,-3.44,2011,Happiness,Generosity,0.331,score,World Happiness Report 2024
UK,GBR,Europe,High Income,55.38,-3.44,2012,Happiness,Generosity,0.366,score,World Happiness Report 2024
UK,GBR,Europe,High Income,55.38,-3.44,2013,Happiness,Generosity,0.341,score,World Happiness Report 2024
UK,GBR,Europe,High Income,55.38,-3.44,2014,Happiness,Generosity,0.349,score,World Happiness Report 2024
UK,GBR,Europe,High Income,55.38,-3.44,2015,Happiness,Generosity,0.294,score,World Happiness Report 2024
UK,GBR,Europe,High Income,55.38,-3.44,2016,Happiness,Generosity,0.244,score,World Happiness Report 2024
UK,GBR,Europe,High Income,55.38,-3.44,2017,Happiness,Generosity,0.285,score,World Happiness Report 2024
UK,GBR,Europe,High Income,55.38,-3.44,2018,Happiness,Generosity,0.22,score,World Happiness Report 2024
UK,GBR,Europe,High Income,55.38,-3.44,2019,Happiness,Generosity,0.264,score,World Happiness Report 2024
UK,GBR,Europe,High Income,55.38,-3.44,2020,Happiness,Generosity,0.196,score,World Happiness Report 2024
UK,GBR,Europe,High Income,55.38,-3.44,2021,Happiness,Generosity,0.252,score,World Happiness Report 2024
UK,GBR,Europe,High Income,55.38,-3.44,2022,Happiness,Generosity,0.308,score,World Happiness Report 2024
UK,GBR,Europe,High Income,55.38,-3.44,2023,Happiness,Generosity,0.27,score,World Happiness Report 2024
USA,USA,North America,High Income,37.09,-95.71,2007,Happiness,Generosity,0.191,score,World Happiness Report 2024
USA,USA,North America,High Income,37.09,-95.71,2008,Happiness,Generosity,0.249,score,World Happiness Report 2024
USA,USA,North America,High Income,37.09,-95.71,2009,Happiness,Generosity,0.195,score,World Happiness Report 2024
USA,USA,North America,High Income,37.09,-95.71,2010,Happiness,Generosity,0.238,score,World Happiness Report 2024
USA,USA,North America,High Income,37.09,-95.71,2011,Happiness,Generosity,0.155,score,World Happiness Report 2024
USA,USA,North America,High Income,37.09,-95.71,2012,Happiness,Generosity,0.208,score,World Happiness Report 2024
USA,USA,North America,High Income,37.09,-95.71,2013,Happiness,Generosity,0.268,score,World Happiness Report 2024
USA,USA,North America,High Income,37.09,-95.71,2014,Happiness,Generosity,0.215,score,World Happiness Report 2024
USA,USA,North America,High Income,37.09,-95.71,2015,Happiness,Generosity,0.213,score,World Happiness Report 2024
USA,USA,North America,High Income,37.09,-95.71,2016,Happiness,Generosity,0.138,score,World Happiness Report 2024
USA,USA,North America,High Income,37.09,-95.71,2017,Happiness,Generosity,0.191,score,World Happiness Report 2024
USA,USA,North America,High Income,37.09,-95.71,2018,Happiness,Generosity,0.11,score,World Happiness Report 2024
USA,USA,North America,High Income,37.09,-95.71,2019,Happiness,Generosity,0.138,score,World Happiness Report 2024
USA,USA,North America,High Income,37.09,-95.71,2020,Happiness,Generosity,0.028,score,World Happiness Report 2024
USA,USA,North America,High Income,37.09,-95.71,2021,Happiness,Generosity,0.188,score,World Happiness Report 2024
USA,USA,North America,High Income,37.09,-95.71,2022,Happiness,Generosity,0.189,score,World Happiness Report 2024
USA,USA,North America,High Income,37.09,-95.71,2023,Happiness,Generosity,0.185,score,World Happiness Report 2024
Australia,AUS,Oceania,High Income,-25.27,133.77,2005,Happiness,Happiness Score,7.341,score 0-10,World Happiness Report 2024
Australia,AUS,Oceania,High Income,-25.27,133.77,2007,Happiness,Happiness Score,7.285,score 0-10,World Happiness Report 2024
Australia,AUS,Oceania,High Income,-25.27,133.77,2008,Happiness,Happiness Score,7.254,score 0-10,World Happiness Report 2024
Australia,AUS,Oceania,High Income,-25.27,133.77,2010,Happiness,Happiness Score,7.45,score 0-10,World Happiness Report 2024
Australia,AUS,Oceania,High Income,-25.27,133.77,2011,Happiness,Happiness Score,7.406,score 0-10,World Happiness Report 2024
Australia,AUS,Oceania,High Income,-25.27,133.77,2012,Happiness,Happiness Score,7.196,score 0-10,World Happiness Report 2024
Australia,AUS,Oceania,High Income,-25.27,133.77,2013,Happiness,Happiness Score,7.364,score 0-10,World Happiness Report 2024
Australia,AUS,Oceania,High Income,-25.27,133.77,2014,Happiness,Happiness Score,7.289,score 0-10,World Happiness Report 2024
Australia,AUS,Oceania,High Income,-25.27,133.77,2015,Happiness,Happiness Score,7.309,score 0-10,World Happiness Report 2024
Australia,AUS,Oceania,High Income,-25.27,133.77,2016,Happiness,Happiness Score,7.25,score 0-10,World Happiness Report 2024
Australia,AUS,Oceania,High Income,-25.27,133.77,2017,Happiness,Happiness Score,7.257,score 0-10,World Happiness Report 2024
Australia,AUS,Oceania,High Income,-25.27,133.77,2018,Happiness,Happiness Score,7.177,score 0-10,World Happiness Report 2024
Australia,AUS,Oceania,High Income,-25.27,133.77,2019,Happiness,Happiness Score,7.234,score 0-10,World Happiness Report 2024
Australia,AUS,Oceania,High Income,-25.27,133.77,2020,Happiness,Happiness Score,7.137,score 0-10,World Happiness Report 2024
Australia,AUS,Oceania,High Income,-25.27,133.77,2021,Happiness,Happiness Score,7.112,score 0-10,World Happiness Report 2024
Australia,AUS,Oceania,High Income,-25.27,133.77,2022,Happiness,Happiness Score,7.035,score 0-10,World Happiness Report 2024
Australia,AUS,Oceania,High Income,-25.27,133.77,2023,Happiness,Happiness Score,7.025,score 0-10,World Happiness Report 2024
Brazil,BRA,South America,Upper Middle Income,-14.24,-51.93,2005,Happiness,Happiness Score,6.637,score 0-10,World Happiness Report 2024
Brazil,BRA,South America,Upper Middle Income,-14.24,-51.93,2007,Happiness,Happiness Score,6.321,score 0-10,World Happiness Report 2024
